Site Name ,ST2 1 OV BUND
Site Number ,2
Logger ,Integrating Light Sensor
Logger Serial Number ,50364


Scan No ,Date and Time,       Integrating Light,        ,
17706,18/08/2018 , 14:02:40,18,18
17707,18/08/2018 , 14:12:40,15,15
17708,18/08/2018 , 14:22:40,14,14
17709,18/08/2018 , 14:32:40,14,14
17710,18/08/2018 , 14:42:40,23,23
17711,18/08/2018 , 14:52:40,24,24
17712,18/08/2018 , 15:02:40,22,22
17713,18/08/2018 , 15:12:40,17,17
17714,18/08/2018 , 15:22:40,8,8
17715,18/08/2018 , 15:32:40,15,15
17716,18/08/2018 , 15:42:40,5,5
17717,18/08/2018 , 15:52:40,11,11
17718,18/08/2018 , 16:02:40,11,11
17719,18/08/2018 , 16:12:40,4,4
17720,18/08/2018 , 16:22:40,6,6
17721,18/08/2018 , 16:32:40,4,4
17722,18/08/2018 , 16:42:40,7,7
17723,18/08/2018 , 16:52:40,2,2
17724,18/08/2018 , 17:02:40,3,3
17725,18/08/2018 , 17:12:40,0,0
17726,18/08/2018 , 17:22:40,0,0
17727,18/08/2018 , 17:32:40,0,0
17728,18/08/2018 , 17:42:40,0,0
17729,18/08/2018 , 17:52:40,0,0
17730,18/08/2018 , 18:02:40,0,0
17731,18/08/2018 , 18:12:40,0,0
17732,18/08/2018 , 18:22:40,0,0
17733,18/08/2018 , 18:32:40,0,0
17734,18/08/2018 , 18:42:40,0,0
17735,18/08/2018 , 18:52:40,1,1
17736,18/08/2018 , 19:02:40,1,1
17737,18/08/2018 , 19:12:40,0,0
17738,18/08/2018 , 19:22:40,0,0
17739,18/08/2018 , 19:32:40,0,0
17740,18/08/2018 , 19:42:40,0,0
17741,18/08/2018 , 19:52:40,0,0
17742,18/08/2018 , 20:02:40,0,0
17743,18/08/2018 , 20:12:40,0,0
17744,18/08/2018 , 20:22:40,0,0
17745,18/08/2018 , 20:32:40,0,0
17746,18/08/2018 , 20:42:40,0,0
17747,18/08/2018 , 20:52:40,0,0
17748,18/08/2018 , 21:02:40,0,0
17749,18/08/2018 , 21:12:40,0,0
17750,18/08/2018 , 21:22:40,0,0
17751,18/08/2018 , 21:32:40,0,0
17752,18/08/2018 , 21:42:40,0,0
17753,18/08/2018 , 21:52:40,0,0
17754,18/08/2018 , 22:02:40,0,0
17755,18/08/2018 , 22:12:40,0,0
17756,18/08/2018 , 22:22:40,0,0
17757,18/08/2018 , 22:32:40,0,0
17758,18/08/2018 , 22:42:40,0,0
17759,18/08/2018 , 22:52:40,0,0
17760,18/08/2018 , 23:02:40,0,0
17761,18/08/2018 , 23:12:40,0,0
17762,18/08/2018 , 23:22:40,0,0
17763,18/08/2018 , 23:32:40,0,0
17764,18/08/2018 , 23:42:40,0,0
17765,18/08/2018 , 23:52:40,0,0
17766,19/08/2018 , 00:02:40,0,0
17767,19/08/2018 , 00:12:40,0,0
17768,19/08/2018 , 00:22:40,0,0
17769,19/08/2018 , 00:32:40,0,0
17770,19/08/2018 , 00:42:40,0,0
17771,19/08/2018 , 00:52:40,0,0
17772,19/08/2018 , 01:02:40,0,0
17773,19/08/2018 , 01:12:40,0,0
17774,19/08/2018 , 01:22:40,0,0
17775,19/08/2018 , 01:32:40,0,0
17776,19/08/2018 , 01:42:40,0,0
17777,19/08/2018 , 01:52:40,0,0
17778,19/08/2018 , 02:02:40,0,0
17779,19/08/2018 , 02:12:40,0,0
17780,19/08/2018 , 02:22:40,0,0
17781,19/08/2018 , 02:32:40,0,0
17782,19/08/2018 , 02:42:40,0,0
17783,19/08/2018 , 02:52:40,0,0
17784,19/08/2018 , 03:02:40,0,0
17785,19/08/2018 , 03:12:40,0,0
17786,19/08/2018 , 03:22:40,0,0
17787,19/08/2018 , 03:32:40,0,0
17788,19/08/2018 , 03:42:40,0,0
17789,19/08/2018 , 03:52:40,0,0
17790,19/08/2018 , 04:02:40,0,0
17791,19/08/2018 , 04:12:40,0,0
17792,19/08/2018 , 04:22:40,0,0
17793,19/08/2018 , 04:32:40,0,0
17794,19/08/2018 , 04:42:40,0,0
17795,19/08/2018 , 04:52:40,0,0
17796,19/08/2018 , 05:02:40,0,0
17797,19/08/2018 , 05:12:40,0,0
17798,19/08/2018 , 05:22:40,0,0
17799,19/08/2018 , 05:32:40,0,0
17800,19/08/2018 , 05:42:40,0,0
17801,19/08/2018 , 05:52:40,0,0
17802,19/08/2018 , 06:02:40,0,0
17803,19/08/2018 , 06:12:40,0,0
17804,19/08/2018 , 06:22:40,0,0
17805,19/08/2018 , 06:32:40,0,0
17806,19/08/2018 , 06:42:40,0,0
17807,19/08/2018 , 06:52:40,0,0
17808,19/08/2018 , 07:02:40,0,0
17809,19/08/2018 , 07:12:40,0,0
17810,19/08/2018 , 07:22:40,0,0
17811,19/08/2018 , 07:32:40,0,0
17812,19/08/2018 , 07:42:40,0,0
17813,19/08/2018 , 07:52:40,1,1
17814,19/08/2018 , 08:02:40,4,4
17815,19/08/2018 , 08:12:40,4,4
17816,19/08/2018 , 08:22:40,5,5
17817,19/08/2018 , 08:32:40,4,4
17818,19/08/2018 , 08:42:40,4,4
17819,19/08/2018 , 08:52:40,1,1
17820,19/08/2018 , 09:02:40,3,3
17821,19/08/2018 , 09:12:40,6,6
17822,19/08/2018 , 09:22:40,3,3
17823,19/08/2018 , 09:32:40,5,5
17824,19/08/2018 , 09:42:40,8,8
17825,19/08/2018 , 09:52:40,7,7
17826,19/08/2018 , 10:02:40,4,4
17827,19/08/2018 , 10:12:40,9,9
17828,19/08/2018 , 10:22:40,9,9
17829,19/08/2018 , 10:32:40,12,12
17830,19/08/2018 , 10:42:40,13,13
17831,19/08/2018 , 10:52:40,10,10
17832,19/08/2018 , 11:02:40,7,7
17833,19/08/2018 , 11:12:40,6,6
17834,19/08/2018 , 11:22:40,6,6
17835,19/08/2018 , 11:32:40,11,11
17836,19/08/2018 , 11:42:40,12,12
17837,19/08/2018 , 11:52:40,10,10
17838,19/08/2018 , 12:02:40,7,7
17839,19/08/2018 , 12:12:40,12,12
17840,19/08/2018 , 12:22:40,9,9
17841,19/08/2018 , 12:32:40,8,8
17842,19/08/2018 , 12:42:40,12,12
17843,19/08/2018 , 12:52:40,8,8
17844,19/08/2018 , 13:02:40,12,12
17845,19/08/2018 , 13:12:40,14,14
17846,19/08/2018 , 13:22:40,15,15
17847,19/08/2018 , 13:32:40,15,15
17848,19/08/2018 , 13:42:40,15,15
17849,19/08/2018 , 13:52:40,14,14
17850,19/08/2018 , 14:02:40,10,10
17851,19/08/2018 , 14:12:40,11,11
17852,19/08/2018 , 14:22:40,2,2
17853,19/08/2018 , 14:32:40,3,3
17854,19/08/2018 , 14:42:40,10,10
17855,19/08/2018 , 14:52:40,8,8
17856,19/08/2018 , 15:02:40,7,7
17857,19/08/2018 , 15:12:40,7,7
17858,19/08/2018 , 15:22:40,5,5
17859,19/08/2018 , 15:32:40,2,2
17860,19/08/2018 , 15:42:40,4,4
17861,19/08/2018 , 15:52:40,2,2
17862,19/08/2018 , 16:02:40,2,2
17863,19/08/2018 , 16:12:40,0,0
17864,19/08/2018 , 16:22:40,0,0
17865,19/08/2018 , 16:32:40,0,0
17866,19/08/2018 , 16:42:40,3,3
17867,19/08/2018 , 16:52:40,1,1
17868,19/08/2018 , 17:02:40,0,0
17869,19/08/2018 , 17:12:40,0,0
17870,19/08/2018 , 17:22:40,0,0
17871,19/08/2018 , 17:32:40,1,1
17872,19/08/2018 , 17:42:40,0,0
17873,19/08/2018 , 17:52:40,1,1
17874,19/08/2018 , 18:02:40,3,3
17875,19/08/2018 , 18:12:40,2,2
17876,19/08/2018 , 18:22:40,1,1
17877,19/08/2018 , 18:32:40,0,0
17878,19/08/2018 , 18:42:40,0,0
17879,19/08/2018 , 18:52:40,0,0
17880,19/08/2018 , 19:02:40,0,0
17881,19/08/2018 , 19:12:40,0,0
17882,19/08/2018 , 19:22:40,0,0
17883,19/08/2018 , 19:32:40,0,0
17884,19/08/2018 , 19:42:40,0,0
17885,19/08/2018 , 19:52:40,0,0
17886,19/08/2018 , 20:02:40,0,0
17887,19/08/2018 , 20:12:40,0,0
17888,19/08/2018 , 20:22:40,0,0
17889,19/08/2018 , 20:32:40,0,0
17890,19/08/2018 , 20:42:40,0,0
17891,19/08/2018 , 20:52:40,0,0
17892,19/08/2018 , 21:02:40,0,0
17893,19/08/2018 , 21:12:40,0,0
17894,19/08/2018 , 21:22:40,0,0
17895,19/08/2018 , 21:32:40,0,0
17896,19/08/2018 , 21:42:40,0,0
17897,19/08/2018 , 21:52:40,0,0
17898,19/08/2018 , 22:02:40,0,0
17899,19/08/2018 , 22:12:40,0,0
17900,19/08/2018 , 22:22:40,0,0
17901,19/08/2018 , 22:32:40,0,0
17902,19/08/2018 , 22:42:40,0,0
17903,19/08/2018 , 22:52:40,0,0
17904,19/08/2018 , 23:02:40,0,0
17905,19/08/2018 , 23:12:40,0,0
17906,19/08/2018 , 23:22:40,0,0
17907,19/08/2018 , 23:32:40,0,0
17908,19/08/2018 , 23:42:40,0,0
17909,19/08/2018 , 23:52:40,0,0
17910,20/08/2018 , 00:02:40,0,0
17911,20/08/2018 , 00:12:40,0,0
17912,20/08/2018 , 00:22:40,0,0
17913,20/08/2018 , 00:32:40,0,0
17914,20/08/2018 , 00:42:40,0,0
17915,20/08/2018 , 00:52:40,0,0
17916,20/08/2018 , 01:02:40,0,0
17917,20/08/2018 , 01:12:40,0,0
17918,20/08/2018 , 01:22:40,0,0
17919,20/08/2018 , 01:32:40,0,0
17920,20/08/2018 , 01:42:40,0,0
17921,20/08/2018 , 01:52:40,0,0
17922,20/08/2018 , 02:02:40,0,0
17923,20/08/2018 , 02:12:40,0,0
17924,20/08/2018 , 02:22:40,0,0
17925,20/08/2018 , 02:32:40,0,0
17926,20/08/2018 , 02:42:40,0,0
17927,20/08/2018 , 02:52:40,0,0
17928,20/08/2018 , 03:02:40,0,0
17929,20/08/2018 , 03:12:40,0,0
17930,20/08/2018 , 03:22:40,0,0
17931,20/08/2018 , 03:32:40,0,0
17932,20/08/2018 , 03:42:40,0,0
17933,20/08/2018 , 03:52:40,0,0
17934,20/08/2018 , 04:02:40,0,0
17935,20/08/2018 , 04:12:40,0,0
17936,20/08/2018 , 04:22:40,0,0
17937,20/08/2018 , 04:32:40,0,0
17938,20/08/2018 , 04:42:40,0,0
17939,20/08/2018 , 04:52:40,0,0
17940,20/08/2018 , 05:02:40,0,0
17941,20/08/2018 , 05:12:40,0,0
17942,20/08/2018 , 05:22:40,0,0
17943,20/08/2018 , 05:32:40,0,0
17944,20/08/2018 , 05:42:40,0,0
17945,20/08/2018 , 05:52:40,0,0
17946,20/08/2018 , 06:02:40,0,0
17947,20/08/2018 , 06:12:40,0,0
17948,20/08/2018 , 06:22:40,0,0
17949,20/08/2018 , 06:32:40,0,0
17950,20/08/2018 , 06:42:40,0,0
17951,20/08/2018 , 06:52:40,0,0
17952,20/08/2018 , 07:02:40,0,0
17953,20/08/2018 , 07:12:40,0,0
17954,20/08/2018 , 07:22:40,0,0
17955,20/08/2018 , 07:32:40,0,0
17956,20/08/2018 , 07:42:40,1,1
17957,20/08/2018 , 07:52:40,1,1
17958,20/08/2018 , 08:02:40,5,5
17959,20/08/2018 , 08:12:40,7,7
17960,20/08/2018 , 08:22:40,7,7
17961,20/08/2018 , 08:32:40,7,7
17962,20/08/2018 , 08:42:40,19,19
17963,20/08/2018 , 08:52:40,20,20
17964,20/08/2018 , 09:02:40,18,18
17965,20/08/2018 , 09:12:40,18,18
17966,20/08/2018 , 09:22:40,26,26
17967,20/08/2018 , 09:32:40,25,25
17968,20/08/2018 , 09:42:40,25,25
17969,20/08/2018 , 09:52:40,26,26
17970,20/08/2018 , 10:02:40,19,19
17971,20/08/2018 , 10:12:40,25,25
17972,20/08/2018 , 10:22:40,15,15
17973,20/08/2018 , 10:32:40,31,31
17974,20/08/2018 , 10:42:40,35,35
17975,20/08/2018 , 10:52:40,29,29
17976,20/08/2018 , 11:02:40,41,41
17977,20/08/2018 , 11:12:40,43,43
17978,20/08/2018 , 11:22:40,37,37
17979,20/08/2018 , 11:32:40,35,35
17980,20/08/2018 , 11:42:40,34,34
17981,20/08/2018 , 11:52:40,29,29
17982,20/08/2018 , 12:02:40,26,26
17983,20/08/2018 , 12:12:40,36,36
17984,20/08/2018 , 12:22:40,27,27
17985,20/08/2018 , 12:32:40,33,33
17986,20/08/2018 , 12:42:40,29,29
17987,20/08/2018 , 12:52:40,37,37
17988,20/08/2018 , 13:02:40,45,45
17989,20/08/2018 , 13:12:40,47,47
17990,20/08/2018 , 13:22:40,47,47
17991,20/08/2018 , 13:32:40,45,45
17992,20/08/2018 , 13:42:40,44,44
17993,20/08/2018 , 13:52:40,50,50
17994,20/08/2018 , 14:02:40,50,50
17995,20/08/2018 , 14:12:40,45,45
17996,20/08/2018 , 14:22:40,49,49
17997,20/08/2018 , 14:32:40,41,41
17998,20/08/2018 , 14:42:40,46,46
17999,20/08/2018 , 14:52:40,48,48
18000,20/08/2018 , 15:02:40,57,57
18001,20/08/2018 , 15:12:40,37,37
18002,20/08/2018 , 15:22:40,42,42
18003,20/08/2018 , 15:32:40,34,34
18004,20/08/2018 , 15:42:40,35,35
18005,20/08/2018 , 15:52:40,41,41
18006,20/08/2018 , 16:02:40,35,35
18007,20/08/2018 , 16:12:40,42,42
18008,20/08/2018 , 16:22:40,32,32
18009,20/08/2018 , 16:32:40,36,36
18010,20/08/2018 , 16:42:40,29,29
18011,20/08/2018 , 16:52:40,18,18
18012,20/08/2018 , 17:02:40,20,20
18013,20/08/2018 , 17:12:40,19,19
18014,20/08/2018 , 17:22:40,12,12
18015,20/08/2018 , 17:32:40,20,20
18016,20/08/2018 , 17:42:40,15,15
18017,20/08/2018 , 17:52:40,13,13
18018,20/08/2018 , 18:02:40,14,14
18019,20/08/2018 , 18:12:40,12,12
18020,20/08/2018 , 18:22:40,10,10
18021,20/08/2018 , 18:32:40,10,10
18022,20/08/2018 , 18:42:40,7,7
18023,20/08/2018 , 18:52:40,5,5
18024,20/08/2018 , 19:02:40,6,6
18025,20/08/2018 , 19:12:40,3,3
18026,20/08/2018 , 19:22:40,3,3
18027,20/08/2018 , 19:32:40,1,1
18028,20/08/2018 , 19:42:40,0,0
18029,20/08/2018 , 19:52:40,0,0
18030,20/08/2018 , 20:02:40,0,0
18031,20/08/2018 , 20:12:40,0,0
18032,20/08/2018 , 20:22:40,0,0
18033,20/08/2018 , 20:32:40,0,0
18034,20/08/2018 , 20:42:40,0,0
18035,20/08/2018 , 20:52:40,0,0
18036,20/08/2018 , 21:02:40,0,0
18037,20/08/2018 , 21:12:40,0,0
18038,20/08/2018 , 21:22:40,0,0
18039,20/08/2018 , 21:32:40,0,0
18040,20/08/2018 , 21:42:40,0,0
18041,20/08/2018 , 21:52:40,0,0
18042,20/08/2018 , 22:02:40,0,0
18043,20/08/2018 , 22:12:40,0,0
18044,20/08/2018 , 22:22:40,0,0
18045,20/08/2018 , 22:32:40,0,0
18046,20/08/2018 , 22:42:40,0,0
18047,20/08/2018 , 22:52:40,0,0
18048,20/08/2018 , 23:02:40,0,0
18049,20/08/2018 , 23:12:40,0,0
18050,20/08/2018 , 23:22:40,0,0
18051,20/08/2018 , 23:32:40,0,0
18052,20/08/2018 , 23:42:40,0,0
18053,20/08/2018 , 23:52:40,0,0
18054,21/08/2018 , 00:02:40,0,0
18055,21/08/2018 , 00:12:40,0,0
18056,21/08/2018 , 00:22:40,0,0
18057,21/08/2018 , 00:32:40,0,0
18058,21/08/2018 , 00:42:40,0,0
18059,21/08/2018 , 00:52:40,0,0
18060,21/08/2018 , 01:02:40,0,0
18061,21/08/2018 , 01:12:40,0,0
18062,21/08/2018 , 01:22:40,0,0
18063,21/08/2018 , 01:32:40,0,0
18064,21/08/2018 , 01:42:40,0,0
18065,21/08/2018 , 01:52:40,0,0
18066,21/08/2018 , 02:02:40,0,0
18067,21/08/2018 , 02:12:40,0,0
18068,21/08/2018 , 02:22:40,0,0
18069,21/08/2018 , 02:32:40,0,0
18070,21/08/2018 , 02:42:40,0,0
18071,21/08/2018 , 02:52:40,0,0
18072,21/08/2018 , 03:02:40,0,0
18073,21/08/2018 , 03:12:40,0,0
18074,21/08/2018 , 03:22:40,0,0
18075,21/08/2018 , 03:32:40,0,0
18076,21/08/2018 , 03:42:40,0,0
18077,21/08/2018 , 03:52:40,0,0
18078,21/08/2018 , 04:02:40,0,0
18079,21/08/2018 , 04:12:40,0,0
18080,21/08/2018 , 04:22:40,0,0
18081,21/08/2018 , 04:32:40,0,0
18082,21/08/2018 , 04:42:40,0,0
18083,21/08/2018 , 04:52:40,0,0
18084,21/08/2018 , 05:02:40,0,0
18085,21/08/2018 , 05:12:40,0,0
18086,21/08/2018 , 05:22:40,0,0
18087,21/08/2018 , 05:32:40,0,0
18088,21/08/2018 , 05:42:40,0,0
18089,21/08/2018 , 05:52:40,0,0
18090,21/08/2018 , 06:02:40,0,0
18091,21/08/2018 , 06:12:40,0,0
18092,21/08/2018 , 06:22:40,0,0
18093,21/08/2018 , 06:32:40,0,0
18094,21/08/2018 , 06:42:40,0,0
18095,21/08/2018 , 06:52:40,0,0
18096,21/08/2018 , 07:02:40,0,0
18097,21/08/2018 , 07:12:40,2,2
18098,21/08/2018 , 07:22:40,2,2
18099,21/08/2018 , 07:32:40,3,3
18100,21/08/2018 , 07:42:40,1,1
18101,21/08/2018 , 07:52:40,0,0
18102,21/08/2018 , 08:02:40,0,0
18103,21/08/2018 , 08:12:40,1,1
18104,21/08/2018 , 08:22:40,2,2
18105,21/08/2018 , 08:32:40,0,0
18106,21/08/2018 , 08:42:40,1,1
18107,21/08/2018 , 08:52:40,1,1
18108,21/08/2018 , 09:02:40,12,12
18109,21/08/2018 , 09:12:40,17,17
18110,21/08/2018 , 09:22:40,24,24
18111,21/08/2018 , 09:32:40,34,34
18112,21/08/2018 , 09:42:40,32,32
18113,21/08/2018 , 09:52:40,24,24
18114,21/08/2018 , 10:02:40,58,58
18115,21/08/2018 , 10:12:40,62,62
18116,21/08/2018 , 10:22:40,65,65
18117,21/08/2018 , 10:32:40,70,70
18118,21/08/2018 , 10:42:40,77,77
18119,21/08/2018 , 10:52:40,86,86
18120,21/08/2018 , 11:02:40,82,82
18121,21/08/2018 , 11:12:40,84,84
18122,21/08/2018 , 11:22:40,87,87
18123,21/08/2018 , 11:32:40,86,86
18124,21/08/2018 , 11:42:40,95,95
18125,21/08/2018 , 11:52:40,85,85
18126,21/08/2018 , 12:02:40,91,91
18127,21/08/2018 , 12:12:40,94,94
18128,21/08/2018 , 12:22:40,95,95
18129,21/08/2018 , 12:32:40,97,97
18130,21/08/2018 , 12:42:40,100,100
18131,21/08/2018 , 12:52:40,102,102
18132,21/08/2018 , 13:02:40,105,105
18133,21/08/2018 , 13:12:40,111,111
18134,21/08/2018 , 13:22:40,120,120
18135,21/08/2018 , 13:32:40,122,122
18136,21/08/2018 , 13:42:40,107,107
18137,21/08/2018 , 13:52:40,103,103
18138,21/08/2018 , 14:02:40,122,122
18139,21/08/2018 , 14:12:40,134,134
18140,21/08/2018 , 14:22:40,133,133
18141,21/08/2018 , 14:32:40,133,133
18142,21/08/2018 , 14:42:40,135,135
18143,21/08/2018 , 14:52:40,137,137
18144,21/08/2018 , 15:02:40,134,134
18145,21/08/2018 , 15:12:40,134,134
18146,21/08/2018 , 15:22:40,130,130
18147,21/08/2018 , 15:32:40,124,124
18148,21/08/2018 , 15:42:40,112,112
18149,21/08/2018 , 15:52:40,126,126
18150,21/08/2018 , 16:02:40,118,118
18151,21/08/2018 , 16:12:40,85,85
18152,21/08/2018 , 16:22:40,69,69
18153,21/08/2018 , 16:32:40,78,78
18154,21/08/2018 , 16:42:40,80,80
18155,21/08/2018 , 16:52:40,71,71
18156,21/08/2018 , 17:02:40,58,58
18157,21/08/2018 , 17:12:40,51,51
18158,21/08/2018 , 17:22:40,42,42
18159,21/08/2018 , 17:32:40,38,38
18160,21/08/2018 , 17:42:40,29,29
18161,21/08/2018 , 17:52:40,23,23
18162,21/08/2018 , 18:02:40,18,18
18163,21/08/2018 , 18:12:40,19,19
18164,21/08/2018 , 18:22:40,15,15
18165,21/08/2018 , 18:32:40,15,15
18166,21/08/2018 , 18:42:40,14,14
18167,21/08/2018 , 18:52:40,14,14
18168,21/08/2018 , 19:02:40,10,10
18169,21/08/2018 , 19:12:40,13,13
18170,21/08/2018 , 19:22:40,8,8
18171,21/08/2018 , 19:32:40,5,5
18172,21/08/2018 , 19:42:40,4,4
18173,21/08/2018 , 19:52:40,5,5
18174,21/08/2018 , 20:02:40,2,2
18175,21/08/2018 , 20:12:40,1,1
18176,21/08/2018 , 20:22:40,0,0
18177,21/08/2018 , 20:32:40,0,0
18178,21/08/2018 , 20:42:40,0,0
18179,21/08/2018 , 20:52:40,0,0
18180,21/08/2018 , 21:02:40,0,0
18181,21/08/2018 , 21:12:40,0,0
18182,21/08/2018 , 21:22:40,0,0
18183,21/08/2018 , 21:32:40,0,0
18184,21/08/2018 , 21:42:40,0,0
18185,21/08/2018 , 21:52:40,0,0
18186,21/08/2018 , 22:02:40,0,0
18187,21/08/2018 , 22:12:40,0,0
18188,21/08/2018 , 22:22:40,0,0
18189,21/08/2018 , 22:32:40,0,0
18190,21/08/2018 , 22:42:40,0,0
18191,21/08/2018 , 22:52:40,0,0
18192,21/08/2018 , 23:02:40,0,0
18193,21/08/2018 , 23:12:40,0,0
18194,21/08/2018 , 23:22:40,0,0
18195,21/08/2018 , 23:32:40,0,0
18196,21/08/2018 , 23:42:40,0,0
18197,21/08/2018 , 23:52:40,0,0
18198,22/08/2018 , 00:02:40,0,0
18199,22/08/2018 , 00:12:40,0,0
18200,22/08/2018 , 00:22:40,0,0
18201,22/08/2018 , 00:32:40,0,0
18202,22/08/2018 , 00:42:40,0,0
18203,22/08/2018 , 00:52:40,0,0
18204,22/08/2018 , 01:02:40,0,0
18205,22/08/2018 , 01:12:40,0,0
18206,22/08/2018 , 01:22:40,0,0
18207,22/08/2018 , 01:32:40,0,0
18208,22/08/2018 , 01:42:40,0,0
18209,22/08/2018 , 01:52:40,0,0
18210,22/08/2018 , 02:02:40,0,0
18211,22/08/2018 , 02:12:40,0,0
18212,22/08/2018 , 02:22:40,0,0
18213,22/08/2018 , 02:32:40,0,0
18214,22/08/2018 , 02:42:40,0,0
18215,22/08/2018 , 02:52:40,0,0
18216,22/08/2018 , 03:02:40,0,0
18217,22/08/2018 , 03:12:40,0,0
18218,22/08/2018 , 03:22:40,0,0
18219,22/08/2018 , 03:32:40,0,0
18220,22/08/2018 , 03:42:40,0,0
18221,22/08/2018 , 03:52:40,0,0
18222,22/08/2018 , 04:02:40,0,0
18223,22/08/2018 , 04:12:40,0,0
18224,22/08/2018 , 04:22:40,0,0
18225,22/08/2018 , 04:32:40,0,0
18226,22/08/2018 , 04:42:40,0,0
18227,22/08/2018 , 04:52:40,0,0
18228,22/08/2018 , 05:02:40,0,0
18229,22/08/2018 , 05:12:40,0,0
18230,22/08/2018 , 05:22:40,0,0
18231,22/08/2018 , 05:32:40,0,0
18232,22/08/2018 , 05:42:40,0,0
18233,22/08/2018 , 05:52:40,0,0
18234,22/08/2018 , 06:02:40,0,0
18235,22/08/2018 , 06:12:40,0,0
18236,22/08/2018 , 06:22:40,0,0
18237,22/08/2018 , 06:32:40,0,0
18238,22/08/2018 , 06:42:40,0,0
18239,22/08/2018 , 06:52:40,0,0
18240,22/08/2018 , 07:02:40,0,0
18241,22/08/2018 , 07:12:40,2,2
18242,22/08/2018 , 07:22:40,4,4
18243,22/08/2018 , 07:32:40,7,7
18244,22/08/2018 , 07:42:40,9,9
18245,22/08/2018 , 07:52:40,11,11
18246,22/08/2018 , 08:02:40,11,11
18247,22/08/2018 , 08:12:40,11,11
18248,22/08/2018 , 08:22:40,19,19
18249,22/08/2018 , 08:32:40,24,24
18250,22/08/2018 , 08:42:40,30,30
18251,22/08/2018 , 08:52:40,37,37
18252,22/08/2018 , 09:02:40,42,42
18253,22/08/2018 , 09:12:40,34,34
18254,22/08/2018 , 09:22:40,36,36
18255,22/08/2018 , 09:32:40,56,56
18256,22/08/2018 , 09:42:40,59,59
18257,22/08/2018 , 09:52:40,44,44
18258,22/08/2018 , 10:02:40,67,67
18259,22/08/2018 , 10:12:40,74,74
18260,22/08/2018 , 10:22:40,67,67
18261,22/08/2018 , 10:32:40,56,56
18262,22/08/2018 , 10:42:40,66,66
18263,22/08/2018 , 10:52:40,74,74
18264,22/08/2018 , 11:02:40,63,63
18265,22/08/2018 , 11:12:40,77,77
18266,22/08/2018 , 11:22:40,96,96
18267,22/08/2018 , 11:32:40,86,86
18268,22/08/2018 , 11:42:40,74,74
18269,22/08/2018 , 11:52:40,97,97
18270,22/08/2018 , 12:02:40,87,87
18271,22/08/2018 , 12:12:40,67,67
18272,22/08/2018 , 12:22:40,94,94
18273,22/08/2018 , 12:32:40,98,98
18274,22/08/2018 , 12:42:40,97,97
18275,22/08/2018 , 12:52:40,91,91
18276,22/08/2018 , 13:02:40,91,91
18277,22/08/2018 , 13:12:40,94,94
18278,22/08/2018 , 13:22:40,96,96
18279,22/08/2018 , 13:32:40,101,101
18280,22/08/2018 , 13:42:40,99,99
18281,22/08/2018 , 13:52:40,100,100
18282,22/08/2018 , 14:02:40,100,100
18283,22/08/2018 , 14:12:40,95,95
18284,22/08/2018 , 14:22:40,87,87
18285,22/08/2018 , 14:32:40,91,91
18286,22/08/2018 , 14:42:40,79,79
18287,22/08/2018 , 14:52:40,85,85
18288,22/08/2018 , 15:02:40,83,83
18289,22/08/2018 , 15:12:40,80,80
18290,22/08/2018 , 15:22:40,81,81
18291,22/08/2018 , 15:32:40,77,77
18292,22/08/2018 , 15:42:40,79,79
18293,22/08/2018 , 15:52:40,74,74
18294,22/08/2018 , 16:02:40,64,64
18295,22/08/2018 , 16:12:40,53,53
18296,22/08/2018 , 16:22:40,58,58
18297,22/08/2018 , 16:32:40,52,52
18298,22/08/2018 , 16:42:40,51,51
18299,22/08/2018 , 16:52:40,48,48
18300,22/08/2018 , 17:02:40,45,45
18301,22/08/2018 , 17:12:40,42,42
18302,22/08/2018 , 17:22:40,38,38
18303,22/08/2018 , 17:32:40,38,38
18304,22/08/2018 , 17:42:40,36,36
18305,22/08/2018 , 17:52:40,32,32
18306,22/08/2018 , 18:02:40,33,33
18307,22/08/2018 , 18:12:40,29,29
18308,22/08/2018 , 18:22:40,23,23
18309,22/08/2018 , 18:32:40,22,22
18310,22/08/2018 , 18:42:40,19,19
18311,22/08/2018 , 18:52:40,15,15
18312,22/08/2018 , 19:02:40,14,14
18313,22/08/2018 , 19:12:40,10,10
18314,22/08/2018 , 19:22:40,8,8
18315,22/08/2018 , 19:32:40,7,7
18316,22/08/2018 , 19:42:40,5,5
18317,22/08/2018 , 19:52:40,3,3
18318,22/08/2018 , 20:02:40,0,0
18319,22/08/2018 , 20:12:40,0,0
18320,22/08/2018 , 20:22:40,0,0
18321,22/08/2018 , 20:32:40,0,0
18322,22/08/2018 , 20:42:40,0,0
18323,22/08/2018 , 20:52:40,0,0
18324,22/08/2018 , 21:02:40,0,0
18325,22/08/2018 , 21:12:40,0,0
18326,22/08/2018 , 21:22:40,0,0
18327,22/08/2018 , 21:32:40,0,0
18328,22/08/2018 , 21:42:40,0,0
18329,22/08/2018 , 21:52:40,0,0
18330,22/08/2018 , 22:02:40,0,0
18331,22/08/2018 , 22:12:40,0,0
18332,22/08/2018 , 22:22:40,0,0
18333,22/08/2018 , 22:32:40,0,0
18334,22/08/2018 , 22:42:40,0,0
18335,22/08/2018 , 22:52:40,0,0
18336,22/08/2018 , 23:02:40,0,0
18337,22/08/2018 , 23:12:40,0,0
